Account Number,Suite,House Number,Street Name,Garage,Neighbourhood ID,Neighbourhood,Ward,Assessed Value,Latitude,Longitude,Assessment Class 1
7299043,,12907,GRAND VIEW DRIVE NW,Y,5210,GRANDVIEW HEIGHTS,Ward 10,1158500,53.5015023,-113.5518444,RESIDENTIAL
7008311,,8303,120 STREET NW,Y,5580,WINDSOR PARK,Ward 8,2198000,53.51975081,-113.5359736,RESIDENTIAL
7004682,,8714,119 STREET NW,Y,5580,WINDSOR PARK,Ward 8,2006500,53.52370374,-113.5370081,RESIDENTIAL
7001621,,9326,EDINBORO ROAD NW,Y,5580,WINDSOR PARK,Ward 8,1087500,53.52999784,-113.5350008,RESIDENTIAL
7003163,,8918,WINDSOR ROAD NW,Y,5580,WINDSOR PARK,Ward 8,2129000,53.52553173,-113.5344095,RESIDENTIAL
7347602,,11514,71 AVENUE NW,Y,5040,BELGRAVIA,Ward 8,1099500,53.50772984,-113.5297482,RESIDENTIAL
7382807,,11647,77 AVENUE NW,N,5040,BELGRAVIA,Ward 8,1034500,53.51293,-113.5341346,RESIDENTIAL
7419302,,11119,77 AVENUE NW,Y,5290,MCKERNAN,Ward 8,1102500,53.51294561,-113.5176777,RESIDENTIAL
7931504,,4811,138 STREET NW,Y,5090,BROOKSIDE,Ward 10,1240500,53.48672947,-113.5616062,RESIDENTIAL
7182504,,11039,80 AVENUE NW,Y,5200,GARNEAU,Ward 8,1687000,53.5158003,-113.5169664,RESIDENTIAL
7011455,,9215,118 STREET NW,Y,5580,WINDSOR PARK,Ward 8,1676500,53.52847682,-113.5338127,RESIDENTIAL
7359102,,11630,75 AVENUE NW,Y,5040,BELGRAVIA,Ward 8,1381500,53.51156939,-113.5331821,RESIDENTIAL
7313703,,11634,78 AVENUE NW,Y,5040,BELGRAVIA,Ward 8,1025500,53.51441602,-113.5344125,RESIDENTIAL
7001761,,9027,SASKATCHEWAN DRIVE NW,Y,5580,WINDSOR PARK,Ward 8,3622000,53.52796043,-113.5373627,RESIDENTIAL
7862824,,24,MARLBORO ROAD NW,Y,5540,WESTBROOK ESTATES,Ward 10,1422500,53.47228367,-113.5553437,RESIDENTIAL
7001860,,9007,SASKATCHEWAN DRIVE NW,Y,5580,WINDSOR PARK,Ward 8,1239500,53.5273451,-113.5385797,RESIDENTIAL
7356207,,7103,SASKATCHEWAN DRIVE NW,Y,5040,BELGRAVIA,Ward 8,1000500,53.5061128,-113.5401878,RESIDENTIAL
7009152,,8433,118 STREET NW,Y,5580,WINDSOR PARK,Ward 8,1017000,53.52126079,-113.5337485,RESIDENTIAL
7170301,,10937,86 AVENUE NW,Y,5200,GARNEAU,Ward 8,1094500,53.52167537,-113.5137497,RESIDENTIAL
7860786,,73,WESTBROOK DRIVE NW,Y,5540,WESTBROOK ESTATES,Ward 10,2141500,53.46695615,-113.5508703,RESIDENTIAL
7348501,,11314,72 AVENUE NW,N,5290,MCKERNAN,Ward 8,1466000,53.50874084,-113.5240174,RESIDENTIAL
7864283,,108,FAIRWAY DRIVE NW,Y,5540,WESTBROOK ESTATES,Ward 10,1088000,53.47043755,-113.551875,RESIDENTIAL
7447006,,11103,73 AVENUE NW,Y,5290,MCKERNAN,Ward 8,1157000,53.50915247,-113.5168654,RESIDENTIAL
7002405,,9130,118 STREET NW,Y,5580,WINDSOR PARK,Ward 8,1326500,53.52744313,-113.5348894,RESIDENTIAL
7935000,,5832,141 STREET NW,Y,5090,BROOKSIDE,Ward 10,1036500,53.49673039,-113.5639093,RESIDENTIAL
7301641,,6512,127 STREET NW,Y,5210,GRANDVIEW HEIGHTS,Ward 10,1312500,53.50075048,-113.5490611,RESIDENTIAL
7860224,,19,WESTBROOK DRIVE NW,Y,5540,WESTBROOK ESTATES,Ward 10,1003000,53.46211366,-113.5434341,RESIDENTIAL
7354608,,7218,119 STREET NW,Y,5040,BELGRAVIA,Ward 8,1698000,53.50894606,-113.5385444,RESIDENTIAL
7007552,,11803,87 AVENUE NW,Y,5580,WINDSOR PARK,Ward 8,1787500,53.52260766,-113.5346353,RESIDENTIAL
7860141,,11,WESTBROOK DRIVE NW,Y,5540,WESTBROOK ESTATES,Ward 10,1070000,53.46211338,-113.5415986,RESIDENTIAL
7005374,,8703,SASKATCHEWAN DRIVE NW,Y,5580,WINDSOR PARK,Ward 8,1000500,53.52328437,-113.5399921,RESIDENTIAL
7001886,,9003,SASKATCHEWAN DRIVE NW,Y,5580,WINDSOR PARK,Ward 8,2460000,53.52713877,-113.5386689,RESIDENTIAL
7597107,,10985,73 AVENUE NW,Y,5290,MCKERNAN,Ward 8,1024000,53.50915085,-113.5159114,RESIDENTIAL
7298391,,13123,GRAND VIEW DRIVE NW,Y,5210,GRANDVIEW HEIGHTS,Ward 10,1291000,53.50124106,-113.5558863,RESIDENTIAL
7011950,,9207,117 STREET NW,Y,5580,WINDSOR PARK,Ward 8,1025500,53.52820929,-113.5320356,RESIDENTIAL
7613300,,10956,75 AVENUE NW,Y,5290,MCKERNAN,Ward 8,1137500,53.51158583,-113.5147424,RESIDENTIAL
7696362,,4111,WHITEMUD ROAD NW,Y,5340,RAMSAY HEIGHTS,Ward 9,1061000,53.48102907,-113.5871967,RESIDENTIAL
7007271,,8355,SASKATCHEWAN DRIVE NW,Y,5580,WINDSOR PARK,Ward 8,1769500,53.52215855,-113.5393254,RESIDENTIAL
7935877,,6207,143 STREET NW,Y,5090,BROOKSIDE,Ward 10,2685000,53.49935821,-113.5662123,RESIDENTIAL
7302656,,6307,125 STREET NW,Y,5210,GRANDVIEW HEIGHTS,Ward 10,1583500,53.50091873,-113.5448488,RESIDENTIAL
7308109,,8003,SASKATCHEWAN DRIVE NW,Y,5040,BELGRAVIA,Ward 8,1190500,53.51727607,-113.5362089,RESIDENTIAL
7298482,,6503,GRAND VIEW DRIVE NW,Y,5210,GRANDVIEW HEIGHTS,Ward 10,1809500,53.50001879,-113.556445,RESIDENTIAL
7005176,,8926,120 STREET NW,Y,5580,WINDSOR PARK,Ward 8,1247500,53.5261151,-113.53886,RESIDENTIAL
7861107,,105,WESTBROOK DRIVE NW,Y,5540,WESTBROOK ESTATES,Ward 10,2181500,53.46934979,-113.5565742,RESIDENTIAL
7424005,,11246,75 AVENUE NW,Y,5290,MCKERNAN,Ward 8,1088500,53.51158472,-113.5222771,RESIDENTIAL
7004146,,8927,120 STREET NW,Y,5580,WINDSOR PARK,Ward 8,2473000,53.52592307,-113.5380003,RESIDENTIAL
7415409,,11150,77 AVENUE NW,Y,5290,MCKERNAN,Ward 8,1004000,53.51348456,-113.5192966,RESIDENTIAL
7356108,,7110,119 STREET NW,Y,5040,BELGRAVIA,Ward 8,1091000,53.50643058,-113.539869,RESIDENTIAL
7109408,,10544,84 AVENUE NW,Y,5480,STRATHCONA,Ward 8,1051000,53.52029926,-113.502524,RESIDENTIAL
7012198,,11620,EDINBORO ROAD NW,Y,5580,WINDSOR PARK,Ward 8,1276500,53.53015414,-113.5318783,RESIDENTIAL
7011356,,9235,118 STREET NW,Y,5580,WINDSOR PARK,Ward 8,1952000,53.52915978,-113.5338188,RESIDENTIAL
7189707,,11121,81 AVENUE NW,Y,5200,GARNEAU,Ward 8,1018000,53.51684174,-113.5189606,RESIDENTIAL
7863442,,132,FAIRWAY DRIVE NW,Y,5540,WESTBROOK ESTATES,Ward 10,1185000,53.46832381,-113.5489549,RESIDENTIAL
7860406,,37,WESTBROOK DRIVE NW,Y,5540,WESTBROOK ESTATES,Ward 10,2840000,53.46367042,-113.5457698,RESIDENTIAL
7299118,,13011,GRAND VIEW DRIVE NW,Y,5210,GRANDVIEW HEIGHTS,Ward 10,2138000,53.5015004,-113.5531372,RESIDENTIAL
7087919,,12527,29 AVENUE NW,Y,5070,BLUE QUILL ESTATES,Ward 10,1024000,53.45984027,-113.5481868,RESIDENTIAL
7667181,,5524,109A STREET NW,Y,5320,PLEASANTVIEW,Ward 10,1280000,53.4931547,-113.5140157,RESIDENTIAL
7004849,,8945,SASKATCHEWAN DRIVE NW,Y,5580,WINDSOR PARK,Ward 8,2732500,53.526534,-113.5391337,RESIDENTIAL
7357155,,7211,SASKATCHEWAN DRIVE NW,Y,5040,BELGRAVIA,Ward 8,1336500,53.50942998,-113.5393652,RESIDENTIAL
7460009,,6251,112A STREET NW,Y,5310,PARKALLEN,Ward 8,1132500,53.50104661,-113.5212244,RESIDENTIAL
7301153,,6207,128 STREET NW,Y,5210,GRANDVIEW HEIGHTS,Ward 10,1715000,53.4983324,-113.5477891,RESIDENTIAL
7931306,,5016,154 STREET NW,Y,5340,RAMSAY HEIGHTS,Ward 9,1577500,53.48813277,-113.5846655,RESIDENTIAL
7010192,,11606,89 AVENUE NW,Y,5580,WINDSOR PARK,Ward 8,1305500,53.52497234,-113.5312268,RESIDENTIAL
7319106,,7623,SASKATCHEWAN DRIVE NW,Y,5040,BELGRAVIA,Ward 8,1084000,53.5138211,-113.5374398,RESIDENTIAL
7522402,,10932,70 AVENUE NW,Y,5310,PARKALLEN,Ward 8,1053500,53.50684295,-113.5140696,RESIDENTIAL
7002900,,9134,117 STREET NW,Y,5580,WINDSOR PARK,Ward 8,2005500,53.52761558,-113.5330232,RESIDENTIAL
7861586,,26,WESTBROOK DRIVE NW,Y,5540,WESTBROOK ESTATES,Ward 10,1080000,53.46410886,-113.5446848,RESIDENTIAL
7333206,,11682,72 AVENUE NW,Y,5040,BELGRAVIA,Ward 8,1738000,53.5077565,-113.5365025,RESIDENTIAL
7860877,,81,WESTBROOK DRIVE NW,Y,5540,WESTBROOK ESTATES,Ward 10,1872000,53.46761333,-113.5523859,RESIDENTIAL
7004468,,8727,120 STREET NW,Y,5580,WINDSOR PARK,Ward 8,1392500,53.52437055,-113.5385336,RESIDENTIAL
6994404,,5317,SCHONSEE DRIVE NW,N,2700,SCHONSEE,Ward 3,2408500,53.63277067,-113.4503719,RESIDENTIAL
7301344,,12607,GRAND VIEW DRIVE NW,Y,5210,GRANDVIEW HEIGHTS,Ward 10,1492500,53.50182131,-113.5482661,RESIDENTIAL
7424807,,11235,76 AVENUE NW,Y,5290,MCKERNAN,Ward 8,1031000,53.5119799,-113.5216636,RESIDENTIAL
7381700,,11603,77 AVENUE NW,Y,5040,BELGRAVIA,Ward 8,1142000,53.51285747,-113.5316712,RESIDENTIAL
7438203,,11223,75 AVENUE NW,Y,5290,MCKERNAN,Ward 8,1029500,53.5110469,-113.5214901,RESIDENTIAL
7861206,,112,WESTBROOK DRIVE NW,Y,5540,WESTBROOK ESTATES,Ward 10,2775000,53.4699524,-113.5579331,RESIDENTIAL
7862428,,62,MARLBORO ROAD NW,Y,5540,WESTBROOK ESTATES,Ward 10,1076000,53.46913047,-113.5513831,RESIDENTIAL
7303068,,6511,124 STREET NW,Y,5210,GRANDVIEW HEIGHTS,Ward 10,1028000,53.50187352,-113.5432172,RESIDENTIAL
7373517,,12415,51 AVENUE NW,Y,5260,LANSDOWNE,Ward 10,1362000,53.48775479,-113.5473863,RESIDENTIAL
7448608,,7219,112 STREET NW,Y,5290,MCKERNAN,Ward 8,1309000,53.50903269,-113.5194769,RESIDENTIAL
7001803,,9019,SASKATCHEWAN DRIVE NW,N,5580,WINDSOR PARK,Ward 8,1759000,53.52780327,-113.5379662,RESIDENTIAL
7860661,,61,WESTBROOK DRIVE NW,Y,5540,WESTBROOK ESTATES,Ward 10,3652500,53.46528268,-113.5503221,RESIDENTIAL
7321003,,7419,SASKATCHEWAN DRIVE NW,Y,5040,BELGRAVIA,Ward 8,1457000,53.5107563,-113.5395919,RESIDENTIAL
7012057,,11631,SASKATCHEWAN DRIVE NW,Y,5580,WINDSOR PARK,Ward 8,1601000,53.53071603,-113.5325201,RESIDENTIAL
7308067,,7907,SASKATCHEWAN DRIVE NW,Y,5040,BELGRAVIA,Ward 8,1113500,53.51632862,-113.536358,RESIDENTIAL
7009038,,8403,118 STREET NW,Y,5580,WINDSOR PARK,Ward 8,1090000,53.52017345,-113.5337391,RESIDENTIAL
7007172,,8335,SASKATCHEWAN DRIVE NW,Y,5580,WINDSOR PARK,Ward 8,1096000,53.52104465,-113.5382562,RESIDENTIAL
7298946,,12803,GRAND VIEW DRIVE NW,Y,5210,GRANDVIEW HEIGHTS,Ward 10,1077500,53.50150449,-113.5506319,RESIDENTIAL
7678246,,5904,110 STREET NW,Y,5320,PLEASANTVIEW,Ward 10,1290000,53.49639578,-113.5155154,RESIDENTIAL
7711054,,800,ROMANIUK PLACE NW,Y,5350,RHATIGAN RIDGE,Ward 9,1125500,53.4788911,-113.5926423,RESIDENTIAL
7862568,,50,MARLBORO ROAD NW,Y,5540,WESTBROOK ESTATES,Ward 10,1420500,53.47004819,-113.5534862,RESIDENTIAL
7860521,,47,WESTBROOK DRIVE NW,Y,5540,WESTBROOK ESTATES,Ward 10,1780000,53.46462487,-113.5474596,RESIDENTIAL
7303332,,12316,GRAND VIEW DRIVE NW,Y,5400,RIVER VALLEY WHITEMUD,Ward 1,1262500,53.50423367,-113.5434312,RESIDENTIAL
7377302,,11503,78 AVENUE NW,Y,5290,MCKERNAN,Ward 8,1104500,53.51388529,-113.5291076,RESIDENTIAL
7319403,,7611,SASKATCHEWAN DRIVE NW,Y,5040,BELGRAVIA,Ward 8,1063500,53.51322344,-113.5378801,RESIDENTIAL
7005556,,8738,120 STREET NW,Y,5580,WINDSOR PARK,Ward 8,1742000,53.52457239,-113.5396104,RESIDENTIAL
7301674,,12616,66 AVENUE NW,Y,5210,GRANDVIEW HEIGHTS,Ward 10,1017500,53.5013085,-113.5486998,RESIDENTIAL
7602709,,10937,74 AVENUE NW,Y,5290,MCKERNAN,Ward 8,1080000,53.51009935,-113.5138128,RESIDENTIAL
7009756,,8743,117 STREET NW,Y,5580,WINDSOR PARK,Ward 8,1175500,53.5246462,-113.5320038,RESIDENTIAL
7003049,,8940,WINDSOR ROAD NW,Y,5580,WINDSOR PARK,Ward 8,1647000,53.52613038,-113.5358416,RESIDENTIAL
7011299,,11723,EDINBORO ROAD NW,Y,5580,WINDSOR PARK,Ward 8,1000000,53.52990411,-113.5340076,RESIDENTIAL
7002207,,11811,93 AVENUE NW,Y,5580,WINDSOR PARK,Ward 8,1629500,53.52861401,-113.5355837,RESIDENTIAL
7464605,,11150,63 AVENUE NW,Y,5310,PARKALLEN,Ward 8,1227500,53.50025581,-113.5189811,RESIDENTIAL
7862667,,40,MARLBORO ROAD NW,Y,5540,WESTBROOK ESTATES,Ward 10,2640500,53.4707079,-113.5550866,RESIDENTIAL
7931249,,5034,154 STREET NW,Y,5340,RAMSAY HEIGHTS,Ward 9,1681000,53.4888155,-113.5846045,RESIDENTIAL
7864804,,85,FAIRWAY DRIVE NW,Y,5540,WESTBROOK ESTATES,Ward 10,1105500,53.47173936,-113.5527624,RESIDENTIAL
7003387,,11727,91 AVENUE NW,Y,5580,WINDSOR PARK,Ward 8,1032000,53.52573488,-113.5335773,RESIDENTIAL
7860927,,87,WESTBROOK DRIVE NW,Y,5540,WESTBROOK ESTATES,Ward 10,2953000,53.4682542,-113.5531477,RESIDENTIAL
7603152,,10915,74 AVENUE NW,Y,5290,MCKERNAN,Ward 8,1045000,53.51010005,-113.5128808,RESIDENTIAL
7365604,,11520,74 AVENUE NW,Y,5040,BELGRAVIA,Ward 8,1487000,53.51062735,-113.5301225,RESIDENTIAL
7605405,,10988,73 AVENUE NW,Y,5290,MCKERNAN,Ward 8,1016500,53.50968873,-113.5161495,RESIDENTIAL
7862063,,70,WESTBROOK DRIVE NW,N,5540,WESTBROOK ESTATES,Ward 10,1126500,53.46815338,-113.5514218,RESIDENTIAL
7301385,,12707,GRAND VIEW DRIVE NW,Y,5210,GRANDVIEW HEIGHTS,Ward 10,1299000,53.50152626,-113.5498506,RESIDENTIAL
7383102,,11646,76 AVENUE NW,Y,5040,BELGRAVIA,Ward 8,1288500,53.51252108,-113.5341205,RESIDENTIAL
7356900,,7139,SASKATCHEWAN DRIVE NW,Y,5040,BELGRAVIA,Ward 8,1452500,53.50818147,-113.5395076,RESIDENTIAL
7008436,,8327,120 STREET NW,Y,5580,WINDSOR PARK,Ward 8,1141000,53.52091587,-113.536325,RESIDENTIAL
7462104,,6406,111A STREET NW,Y,5310,PARKALLEN,Ward 8,1192500,53.5011182,-113.5189125,RESIDENTIAL
7861529,,20,WESTBROOK DRIVE NW,Y,5540,WESTBROOK ESTATES,Ward 10,1357000,53.46347585,-113.5436412,RESIDENTIAL
7363500,,11607,75 AVENUE NW,Y,5040,BELGRAVIA,Ward 8,1159000,53.51103596,-113.5317763,RESIDENTIAL
7866569,,72,FAIRWAY DRIVE NW,Y,5540,WESTBROOK ESTATES,Ward 10,1479000,53.47333239,-113.5498345,RESIDENTIAL
7359201,,11634,75 AVENUE NW,Y,5040,BELGRAVIA,Ward 8,1172000,53.51156806,-113.5334164,RESIDENTIAL
7932858,,14108,52 AVENUE NW,Y,5090,BROOKSIDE,Ward 10,2070000,53.48970825,-113.5646533,RESIDENTIAL
7326200,,7312,118 STREET NW,Y,5040,BELGRAVIA,Ward 8,1041000,53.50924434,-113.5355124,RESIDENTIAL
7007115,,8323,SASKATCHEWAN DRIVE NW,Y,5580,WINDSOR PARK,Ward 8,1031000,53.52025236,-113.5378626,RESIDENTIAL
7860307,,27,WESTBROOK DRIVE NW,Y,5540,WESTBROOK ESTATES,Ward 10,3543000,53.46219989,-113.5454268,RESIDENTIAL
7864648,,99,FAIRWAY DRIVE NW,Y,5540,WESTBROOK ESTATES,Ward 10,2579500,53.47062869,-113.5507281,RESIDENTIAL
7006554,,11731,83 AVENUE NW,Y,5580,WINDSOR PARK,Ward 8,1391500,53.51885057,-113.5349726,RESIDENTIAL
7860802,,75,WESTBROOK DRIVE NW,Y,5540,WESTBROOK ESTATES,Ward 10,1196500,53.46719076,-113.5511273,RESIDENTIAL
7228158,,8605,108A STREET NW,N,5200,GARNEAU,Ward 8,1015500,53.52212087,-113.5100669,RESIDENTIAL
7298367,,13115,GRAND VIEW DRIVE NW,Y,5210,GRANDVIEW HEIGHTS,Ward 10,3193000,53.50144339,-113.5553217,RESIDENTIAL
7002660,,11740,91 AVENUE NW,Y,5580,WINDSOR PARK,Ward 8,2499000,53.52637815,-113.5337019,RESIDENTIAL
7861826,,48,WESTBROOK DRIVE NW,Y,5540,WESTBROOK ESTATES,Ward 10,1096000,53.46545038,-113.5489208,RESIDENTIAL
7003106,,8930,WINDSOR ROAD NW,Y,5580,WINDSOR PARK,Ward 8,1960500,53.52581518,-113.5350878,RESIDENTIAL
7087943,,12515,29 AVENUE NW,Y,5070,BLUE QUILL ESTATES,Ward 10,1050500,53.45984039,-113.5470306,RESIDENTIAL
7005796,,8630,SASKATCHEWAN DRIVE NW,Y,5370,RIVER VALLEY MAYFAIR,Ward 1,1580000,53.52270093,-113.5419177,RESIDENTIAL
7002066,,9106,120 STREET NW,Y,5580,WINDSOR PARK,Ward 8,1112500,53.5280258,-113.536258,RESIDENTIAL
7674740,,10809,60 AVENUE NW,Y,5320,PLEASANTVIEW,Ward 10,1280500,53.49601278,-113.50919,RESIDENTIAL
7392103,,11414,77 AVENUE NW,Y,5290,MCKERNAN,Ward 8,1389500,53.51347971,-113.5265278,RESIDENTIAL
7303381,,12416,GRAND VIEW DRIVE NW,Y,5400,RIVER VALLEY WHITEMUD,Ward 1,1649500,53.50367841,-113.5451014,RESIDENTIAL
7301708,,12604,66 AVENUE NW,Y,5210,GRANDVIEW HEIGHTS,Ward 10,1064000,53.50155589,-113.5475829,RESIDENTIAL
7872286,,3924,ASPEN DRIVE WEST NW,Y,5560,WHITEMUD CREEK RAVINE SOUTH,Ward 10,1184500,53.47536109,-113.551653,RESIDENTIAL
7378706,,11538,77 AVENUE NW,Y,5290,MCKERNAN,Ward 8,1151000,53.51347184,-113.5313022,RESIDENTIAL
7406507,,11224,77 AVENUE NW,Y,5290,MCKERNAN,Ward 8,1210500,53.51348704,-113.5210342,RESIDENTIAL
7375330,,12440,52 AVENUE NW,Y,5260,LANSDOWNE,Ward 10,1116500,53.4901299,-113.549313,RESIDENTIAL
7865355,,33,FAIRWAY DRIVE NW,Y,5540,WESTBROOK ESTATES,Ward 10,1090000,53.47263123,-113.5426695,RESIDENTIAL
7863301,,12712,39 AVENUE NW,Y,5540,WESTBROOK ESTATES,Ward 10,1978500,53.47439333,-113.5517838,RESIDENTIAL
7005697,,8606,SASKATCHEWAN DRIVE NW,Y,5370,RIVER VALLEY MAYFAIR,Ward 1,4303000,53.52179453,-113.540472,RESIDENTIAL
7001746,,9031,SASKATCHEWAN DRIVE NW,Y,5580,WINDSOR PARK,Ward 8,2911000,53.52810309,-113.5370722,RESIDENTIAL
7931496,,4815,138 STREET NW,Y,5090,BROOKSIDE,Ward 10,1267000,53.48696405,-113.5618647,RESIDENTIAL
7005077,,8906,120 STREET NW,Y,5580,WINDSOR PARK,Ward 8,1017000,53.52520145,-113.5396201,RESIDENTIAL
7930423,,4707,154 STREET NW,Y,5340,RAMSAY HEIGHTS,Ward 9,1584000,53.48582979,-113.5839336,RESIDENTIAL
7362601,,11643,75 AVENUE NW,Y,5040,BELGRAVIA,Ward 8,1004000,53.51102847,-113.5338825,RESIDENTIAL
7959315,,6507,145A STREET NW,Y,5080,BRANDER GARDENS,Ward 9,1117000,53.50080874,-113.5709943,RESIDENTIAL
7407000,,11259,78 AVENUE NW,Y,5290,MCKERNAN,Ward 8,1072500,53.51389143,-113.5227215,RESIDENTIAL
7439300,,11223,73 AVENUE NW,Y,5290,MCKERNAN,Ward 8,1077000,53.50987042,-113.5211021,RESIDENTIAL
7001308,,11807,SASKATCHEWAN DRIVE NW,Y,5580,WINDSOR PARK,Ward 8,3615500,53.53090922,-113.5347884,RESIDENTIAL
7536501,,7711,111 STREET NW,Y,5290,MCKERNAN,Ward 8,1122000,53.51360671,-113.5161645,RESIDENTIAL
7002967,,8958,WINDSOR ROAD NW,Y,5580,WINDSOR PARK,Ward 8,2560500,53.52649545,-113.5367157,RESIDENTIAL
7540701,,10925,UNIVERSITY AVENUE NW,Y,5290,MCKERNAN,Ward 8,1151500,53.51394998,-113.5132861,RESIDENTIAL
7006398,,8312,120 STREET NW,Y,5580,WINDSOR PARK,Ward 8,2119500,53.51983696,-113.5369426,RESIDENTIAL
7002348,,11804,91 AVENUE NW,Y,5580,WINDSOR PARK,Ward 8,1057000,53.52680905,-113.5347439,RESIDENTIAL
7158405,,10951,81 AVENUE NW,Y,5200,GARNEAU,Ward 8,1063000,53.51683482,-113.5144698,RESIDENTIAL
7605207,,10980,73 AVENUE NW,Y,5290,MCKERNAN,Ward 8,1143500,53.50968929,-113.5157323,RESIDENTIAL
7187404,,11112,80 AVENUE NW,Y,5200,GARNEAU,Ward 8,1073000,53.51643555,-113.5185081,RESIDENTIAL
7384704,,11519,77 AVENUE NW,Y,5040,BELGRAVIA,Ward 8,1226500,53.51293604,-113.5300685,RESIDENTIAL
7006992,,11756,UNIVERSITY AVENUE NW,Y,5580,WINDSOR PARK,Ward 8,1209000,53.5188903,-113.5370381,RESIDENTIAL
7186505,,11051,81 AVENUE NW,Y,5200,GARNEAU,Ward 8,1271500,53.51684,-113.5174151,RESIDENTIAL
7010838,,9135,117 STREET NW,Y,5580,WINDSOR PARK,Ward 8,1262000,53.52761619,-113.5320304,RESIDENTIAL
7675200,,5807,109A STREET NW,Y,5320,PLEASANTVIEW,Ward 10,1409000,53.49552773,-113.5130837,RESIDENTIAL
7862121,,64,WESTBROOK DRIVE NW,Y,5540,WESTBROOK ESTATES,Ward 10,1203000,53.46768166,-113.5502404,RESIDENTIAL
7002181,,11803,93 AVENUE NW,Y,5580,WINDSOR PARK,Ward 8,1249500,53.52869672,-113.5348996,RESIDENTIAL
7001324,,11811,SASKATCHEWAN DRIVE NW,Y,5580,WINDSOR PARK,Ward 8,3728000,53.53071519,-113.5349065,RESIDENTIAL
7861446,,12,WESTBROOK DRIVE NW,Y,5540,WESTBROOK ESTATES,Ward 10,2741000,53.46301053,-113.5418035,RESIDENTIAL
7302490,,12407,GRAND VIEW DRIVE NW,Y,5210,GRANDVIEW HEIGHTS,Ward 10,1226000,53.50347281,-113.5442047,RESIDENTIAL
7860729,,67,WESTBROOK DRIVE NW,Y,5540,WESTBROOK ESTATES,Ward 10,1614500,53.46619845,-113.5501061,RESIDENTIAL
7865082,,59,FAIRWAY DRIVE NW,Y,5540,WESTBROOK ESTATES,Ward 10,1016000,53.47273193,-113.5478805,RESIDENTIAL
7302706,,12312,63 AVENUE NW,Y,5210,GRANDVIEW HEIGHTS,Ward 10,1210500,53.50064132,-113.543384,RESIDENTIAL
7011877,,9227,117 STREET NW,Y,5580,WINDSOR PARK,Ward 8,2132500,53.52875745,-113.5320399,RESIDENTIAL
7002801,,9114,117 STREET NW,Y,5580,WINDSOR PARK,Ward 8,1118000,53.52692812,-113.5330163,RESIDENTIAL
7005275,,8727,SASKATCHEWAN DRIVE NW,Y,5580,WINDSOR PARK,Ward 8,1546500,53.52439594,-113.5404594,RESIDENTIAL
7011810,,9247,117 STREET NW,Y,5580,WINDSOR PARK,Ward 8,1120000,53.52921575,-113.5320436,RESIDENTIAL
7298581,,6207,GRAND VIEW DRIVE NW,Y,5210,GRANDVIEW HEIGHTS,Ward 10,1288500,53.4983283,-113.5561457,RESIDENTIAL
7298318,,13103,GRAND VIEW DRIVE NW,Y,5210,GRANDVIEW HEIGHTS,Ward 10,1017000,53.5015,-113.5542348,RESIDENTIAL
7298912,,13108,66 AVENUE NW,Y,5210,GRANDVIEW HEIGHTS,Ward 10,1329000,53.50109928,-113.5546106,RESIDENTIAL
7301963,,12508,62 AVENUE NW,Y,5210,GRANDVIEW HEIGHTS,Ward 10,1380000,53.49797622,-113.5449588,RESIDENTIAL
7871940,,3915,ASPEN DRIVE WEST NW,Y,5020,ASPEN GARDENS,Ward 10,1135000,53.47518156,-113.5505066,RESIDENTIAL
7298532,,6311,GRAND VIEW DRIVE NW,Y,5210,GRANDVIEW HEIGHTS,Ward 10,1309500,53.49926346,-113.5563114,RESIDENTIAL
7931595,,13907,47 AVENUE NW,Y,5090,BROOKSIDE,Ward 10,1084000,53.48444185,-113.5614257,RESIDENTIAL
7934300,,5712,141 STREET NW,Y,5090,BROOKSIDE,Ward 10,2364500,53.49466352,-113.5638877,RESIDENTIAL
7319007,,7627,SASKATCHEWAN DRIVE NW,Y,5040,BELGRAVIA,Ward 8,1113000,53.51403334,-113.5372408,RESIDENTIAL
7007891,,8404,118 STREET NW,Y,5580,WINDSOR PARK,Ward 8,1529000,53.52000648,-113.5352834,RESIDENTIAL
7001480,,11847,SASKATCHEWAN DRIVE NW,Y,5580,WINDSOR PARK,Ward 8,1327500,53.52941779,-113.5364184,RESIDENTIAL
7930688,,4812,154 STREET NW,Y,5340,RAMSAY HEIGHTS,Ward 9,1391000,53.48659775,-113.5851238,RESIDENTIAL
7302847,,6608,124 STREET NW,Y,5210,GRANDVIEW HEIGHTS,Ward 10,1187000,53.50220428,-113.5449907,RESIDENTIAL
7011430,,9219,118 STREET NW,Y,5580,WINDSOR PARK,Ward 8,1514500,53.52861162,-113.5338139,RESIDENTIAL
7406101,,11202,77 AVENUE NW,Y,5290,MCKERNAN,Ward 8,1025000,53.51340079,-113.5202536,RESIDENTIAL
7601008,,10980,72 AVENUE NW,N,5290,MCKERNAN,Ward 8,1017000,53.50874132,-113.5157475,RESIDENTIAL
7005150,,8922,120 STREET NW,Y,5580,WINDSOR PARK,Ward 8,1835500,53.52591831,-113.5390953,RESIDENTIAL
7932973,,13903,51 AVENUE NW,Y,5090,BROOKSIDE,Ward 10,1310500,53.48837943,-113.5624984,RESIDENTIAL
7932700,,13903,53 AVENUE NW,Y,5090,BROOKSIDE,Ward 10,1479000,53.49021086,-113.5626386,RESIDENTIAL
